job_title,experience_level,employment_type,work_models,salary,company_size
Data Analyst,Mid-level,Full-time,On-site,106300,Medium
Data Science Consultant,Senior-level,Full-time,On-site,131250,Medium
Data Science Consultant,Senior-level,Full-time,On-site,128100,Medium
Data Engineer,Executive-level,Full-time,Remote,174500,Medium
Data Engineer,Executive-level,Full-time,Remote,113000,Medium
Financial Data Analyst,Entry-level,Full-time,Hybrid,56500,Large
Data Scientist,Senior-level,Full-time,Remote,227000,Medium
Data Scientist,Senior-level,Full-time,Remote,185000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,230000,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,160000,Medium
Data Engineer,Senior-level,Full-time,On-site,138300,Medium
Data Engineer,Senior-level,Full-time,On-site,110700,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,130000,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,80000,Medium
Data Engineer,Senior-level,Full-time,Remote,212175,Medium
Data Engineer,Senior-level,Full-time,Remote,156000,Medium
Data Analyst,Mid-level,Full-time,Remote,111151,Medium
Data Analyst,Mid-level,Full-time,Remote,66691,Medium
Data Scientist,Senior-level,Full-time,On-site,190000,Medium
Data Scientist,Senior-level,Full-time,On-site,138700,Medium
Data Analyst,Senior-level,Full-time,Remote,95040,Medium
Data Analyst,Senior-level,Full-time,Remote,59400,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,197802,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,156453,Medium
Data Scientist,Senior-level,Full-time,On-site,308000,Medium
Data Scientist,Senior-level,Full-time,On-site,144000,Medium
Data Quality Analyst,Senior-level,Full-time,On-site,172000,Medium
Data Quality Analyst,Senior-level,Full-time,On-site,140000,Medium
Data Engineer,Senior-level,Full-time,Remote,122400,Medium
Research Analyst,Mid-level,Full-time,On-site,80000,Medium
Research Analyst,Mid-level,Full-time,On-site,70000,Medium
Data Analyst,Senior-level,Full-time,On-site,90000,Medium
Data Engineer,Senior-level,Full-time,Remote,147500,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,150000,Medium
Machine Learning Engineer,Mid-level,Full-time,Remote,50000,Medium
Data Science Engineer,Senior-level,Full-time,Remote,220000,Medium
Data Science Engineer,Senior-level,Full-time,Remote,180000,Medium
Data Engineer,Mid-level,Full-time,Remote,190000,Medium
Data Engineer,Mid-level,Full-time,Remote,150000,Medium
Data Engineer,Mid-level,Full-time,Remote,50000,Medium
Analytics Engineer,Mid-level,Full-time,Remote,172200,Medium
Analytics Engineer,Mid-level,Full-time,Remote,131200,Medium
Data Strategy Manager,Senior-level,Full-time,Remote,250000,Medium
Data Strategy Manager,Senior-level,Full-time,Remote,100000,Medium
Data Analyst,Senior-level,Full-time,On-site,155000,Medium
Data Analyst,Senior-level,Full-time,On-site,280000,Medium
Data Analyst,Senior-level,Full-time,On-site,200000,Medium
Data Scientist,Senior-level,Full-time,On-site,290000,Medium
Data Scientist,Senior-level,Full-time,On-site,173200,Medium
Data Scientist,Senior-level,Full-time,Remote,204000,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,300000,Medium
Machine Learning Scientist,Senior-level,Full-time,On-site,222000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,287500,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,212500,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,190027,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,152022,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,198000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,132000,Medium
Business Intelligence Engineer,Senior-level,Full-time,Remote,125000,Medium
Business Intelligence Engineer,Senior-level,Full-time,Remote,115000,Medium
Data Manager,Senior-level,Full-time,On-site,145000,Medium
Data Manager,Senior-level,Full-time,On-site,130000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,170700,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,113900,Medium
Data Engineer,Senior-level,Full-time,On-site,185000,Large
Data Engineer,Senior-level,Full-time,On-site,81000,Large
Data Scientist,Senior-level,Full-time,On-site,123000,Medium
Data Manager,Executive-level,Full-time,On-site,80000,Medium
Data Manager,Executive-level,Full-time,On-site,75000,Medium
Data Analyst,Mid-level,Full-time,Remote,53000,Medium
Data Analyst,Mid-level,Full-time,Remote,48000,Medium
Data Scientist,Mid-level,Full-time,On-site,125000,Medium
Data Engineer,Senior-level,Full-time,On-site,190000,Medium
Data Engineer,Mid-level,Full-time,Remote,115000,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,194000,Medium
Computer Vision Engineer,Senior-level,Full-time,On-site,175000,Medium
Data Analyst,Senior-level,Full-time,On-site,185000,Medium
Data Analyst,Senior-level,Full-time,On-site,160000,Medium
Data Engineer,Senior-level,Full-time,On-site,50000,Medium
Data Manager,Executive-level,Full-time,On-site,70000,Medium
Data Engineer,Entry-level,Full-time,On-site,130916,Medium
Data Engineer,Entry-level,Full-time,On-site,120000,Medium
Applied Scientist,Senior-level,Full-time,Remote,218213,Medium
Applied Scientist,Senior-level,Full-time,Remote,178538,Medium
Data Scientist,Senior-level,Full-time,On-site,316000,Medium
Data Scientist,Senior-level,Full-time,On-site,202000,Medium
Data Scientist,Senior-level,Full-time,Remote,189750,Medium
Data Scientist,Senior-level,Full-time,Remote,119213,Medium
Analytics Engineer,Senior-level,Full-time,On-site,162000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,130000,Medium
Data Visualization Specialist,Senior-level,Full-time,On-site,170200,Medium
Data Visualization Specialist,Senior-level,Full-time,On-site,83900,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,250944,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,205318,Medium
Data Engineer,Senior-level,Full-time,On-site,125000,Medium
Data Scientist,Senior-level,Full-time,On-site,135000,Medium
Data Scientist,Senior-level,Full-time,On-site,114000,Medium
Data Scientist,Senior-level,Full-time,Remote,218213,Medium
Data Scientist,Senior-level,Full-time,Remote,178538,Medium
Research Scientist,Senior-level,Full-time,On-site,163200,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,258800,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,199200,Medium
Data Scientist,Senior-level,Full-time,Remote,215625,Medium
Data Scientist,Senior-level,Full-time,Remote,159375,Medium
Research Engineer,Senior-level,Full-time,On-site,203000,Medium
Research Engineer,Senior-level,Full-time,On-site,133000,Medium
Data Science Manager,Senior-level,Full-time,On-site,272400,Large
Data Science Manager,Senior-level,Full-time,On-site,140100,Large
Data Engineer,Senior-level,Full-time,On-site,282000,Medium
Data Engineer,Senior-level,Full-time,On-site,208000,Medium
Data Analyst,Senior-level,Full-time,Remote,93919,Medium
Data Analyst,Senior-level,Full-time,Remote,51962,Medium
BI Analyst,Senior-level,Full-time,Remote,118800,Medium
BI Analyst,Senior-level,Full-time,Remote,75000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,159350,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,130100,Medium
Data Scientist,Senior-level,Full-time,Remote,262000,Medium
Data Scientist,Senior-level,Full-time,Remote,245000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,205218,Medium
Analytics Engineer,Senior-level,Full-time,On-site,136743,Medium
Research Analyst,Senior-level,Full-time,On-site,185000,Large
Research Analyst,Senior-level,Full-time,On-site,94600,Large
Research Analyst,Senior-level,Full-time,On-site,160000,Medium
Research Analyst,Senior-level,Full-time,On-site,107000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,264400,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,176300,Medium
Research Scientist,Senior-level,Full-time,On-site,275000,Medium
Research Scientist,Senior-level,Full-time,On-site,175000,Medium
ML Engineer,Entry-level,Full-time,On-site,76000,Large
Business Intelligence Analyst,Mid-level,Full-time,On-site,150000,Medium
Business Intelligence Analyst,Mid-level,Full-time,On-site,125000,Medium
Data Scientist,Senior-level,Full-time,Remote,210000,Medium
Data Engineer,Senior-level,Full-time,On-site,210000,Medium
Data Scientist,Senior-level,Full-time,Remote,169500,Medium
Data Scientist,Senior-level,Full-time,Remote,138000,Medium
AI Engineer,Mid-level,Full-time,On-site,180000,Medium
AI Engineer,Mid-level,Full-time,On-site,120000,Medium
Data Science Manager,Senior-level,Full-time,Remote,297300,Medium
Data Science Manager,Senior-level,Full-time,Remote,198200,Medium
Data Scientist,Senior-level,Full-time,On-site,138900,Medium
Data Manager,Senior-level,Full-time,On-site,110400,Medium
Data Manager,Senior-level,Full-time,On-site,68000,Medium
Data Scientist,Mid-level,Full-time,On-site,260600,Medium
Data Integration Specialist,Entry-level,Full-time,Remote,63750,Medium
Data Integration Specialist,Entry-level,Full-time,Remote,46400,Medium
Data Scientist,Senior-level,Full-time,Remote,214872,Medium
Data Scientist,Senior-level,Full-time,Remote,186846,Medium
Data Analyst,Mid-level,Full-time,On-site,95000,Medium
Data Analyst,Mid-level,Full-time,On-site,70600,Medium
Data Analyst,Mid-level,Full-time,Remote,149500,Medium
Data Analyst,Mid-level,Full-time,Remote,127075,Medium
Data Engineer,Senior-level,Full-time,Remote,162000,Medium
Data Engineer,Senior-level,Full-time,Remote,111000,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,280000,Medium
Machine Learning Scientist,Senior-level,Full-time,Remote,182750,Medium
Research Engineer,Senior-level,Full-time,On-site,196000,Medium
Research Engineer,Senior-level,Full-time,On-site,142600,Medium
Data Architect,Senior-level,Full-time,Remote,193000,Medium
Data Architect,Senior-level,Full-time,Remote,110000,Medium
Data Analyst,Senior-level,Full-time,On-site,80000,Medium
Data Analyst,Senior-level,Full-time,On-site,70000,Medium
Data Engineer,Executive-level,Full-time,On-site,250000,Medium
Data Engineer,Executive-level,Full-time,On-site,225000,Medium
Data Engineer,Senior-level,Full-time,On-site,205000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,297300,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,198200,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,156000,Medium
Data Science Practitioner,Senior-level,Full-time,On-site,196500,Medium
Data Science Practitioner,Senior-level,Full-time,On-site,97300,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,192000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,164000,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,227700,Medium
Machine Learning Engineer,Senior-level,Full-time,Remote,154836,Medium
Machine Learning Engineer,Mid-level,Full-time,On-site,285000,Large
Machine Learning Engineer,Mid-level,Full-time,On-site,190000,Large
Research Scientist,Mid-level,Full-time,On-site,405000,Large
Research Scientist,Mid-level,Full-time,On-site,270000,Large
Data Engineer,Mid-level,Full-time,On-site,214300,Medium
Data Engineer,Mid-level,Full-time,On-site,108500,Medium
Data Scientist,Mid-level,Full-time,Remote,145000,Medium
Data Scientist,Mid-level,Full-time,Remote,115000,Medium
Data Science Engineer,Mid-level,Full-time,Remote,130000,Medium
Data Science Engineer,Mid-level,Full-time,Remote,113000,Medium
Data Scientist,Senior-level,Full-time,On-site,194500,Medium
Data Scientist,Senior-level,Full-time,On-site,110250,Medium
Data Scientist,Senior-level,Full-time,On-site,295000,Medium
Data Scientist,Senior-level,Full-time,On-site,177300,Medium
Applied Scientist,Senior-level,Full-time,Remote,192000,Medium
Applied Scientist,Senior-level,Full-time,Remote,164000,Medium
Data Engineer,Entry-level,Full-time,On-site,220000,Medium
Data Engineer,Entry-level,Full-time,On-site,187000,Medium
Director of Data Science,Executive-level,Full-time,On-site,353200,Medium
Director of Data Science,Executive-level,Full-time,On-site,249300,Medium
Data Analyst,Senior-level,Full-time,On-site,85000,Medium
Data Analyst,Senior-level,Full-time,On-site,79000,Medium
Data Engineer,Senior-level,Full-time,On-site,131000,Medium
Applied Scientist,Senior-level,Full-time,Remote,220000,Medium
Applied Scientist,Senior-level,Full-time,Remote,163000,Medium
Data Scientist,Senior-level,Full-time,On-site,107400,Medium
Data Scientist,Senior-level,Full-time,On-site,101500,Medium
Research Scientist,Mid-level,Full-time,On-site,300000,Medium
Research Scientist,Mid-level,Full-time,On-site,100000,Medium
Data Architect,Senior-level,Full-time,Remote,175000,Medium
Data Scientist,Senior-level,Full-time,On-site,164000,Medium
Data Scientist,Senior-level,Full-time,On-site,211000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,276000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,184000,Medium
Data Analyst,Mid-level,Full-time,Remote,115000,Medium
Data Analyst,Senior-level,Full-time,On-site,167000,Medium
Data Engineer,Senior-level,Full-time,On-site,144000,Medium
Data Engineer,Senior-level,Full-time,On-site,96000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,145000,Medium
Analytics Engineer,Senior-level,Full-time,Remote,116000,Medium
Data Scientist,Senior-level,Full-time,On-site,161000,Medium
Data Scientist,Senior-level,Full-time,On-site,116300,Medium
Data Analyst,Senior-level,Full-time,On-site,140000,Medium
Data Analyst,Senior-level,Full-time,On-site,125000,Medium
Data Architect,Senior-level,Full-time,Remote,175564,Medium
Data Architect,Senior-level,Full-time,Remote,144854,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,225000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,166000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,190000,Medium
Analytics Engineer,Senior-level,Full-time,On-site,150000,Medium
Data Scientist,Senior-level,Full-time,Remote,151300,Medium
Data Scientist,Senior-level,Full-time,Remote,126100,Medium
Research Engineer,Senior-level,Full-time,On-site,190000,Medium
Research Engineer,Senior-level,Full-time,On-site,152000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,190000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,150000,Medium
Data Analyst,Executive-level,Full-time,Remote,180000,Medium
Data Analyst,Executive-level,Full-time,Remote,125000,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,113000,Medium
Business Intelligence Analyst,Senior-level,Full-time,On-site,90400,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,204300,Medium
Business Intelligence Engineer,Senior-level,Full-time,On-site,139000,Medium
Data Engineer,Senior-level,Full-time,On-site,124000,Medium
Research Scientist,Senior-level,Full-time,On-site,157000,Medium
Machine Learning Engineer,Senior-level,Full-time,On-site,212800,Large
Machine Learning Engineer,Senior-level,Full-time,On-site,111600,Large
Data Architect,Senior-level,Full-time,On-site,183000,Medium
Data Architect,Senior-level,Full-time,On-site,147000,Medium
Data Engineer,Senior-level,Full-time,On-site,169000,Medium
Data Engineer,Senior-level,Full-time,On-site,91000,Medium
Data Architect,Senior-level,Full-time,On-site,210000,Medium
Data Architect,Senior-level,Full-time,On-site,160000,Medium
Data Analyst,Mid-level,Full-time,On-site,70900,Medium
Data Architect,Senior-level,Full-time,On-site,193000,Medium
Data Architect,Senior-level,Full-time,On-site,128000,Medium
Data Engineer,Executive-level,Full-time,On-site,174500,Medium
Data Engineer,Executive-level,Full-time,On-site,113000,Medium
Data Analyst,Senior-level,Full-time,Remote,80000,Medium
Data Engineer,Senior-level,Full-time,Remote,115000,Medium
Data Scientist,Senior-level,Full-time,Remote,202000,Medium
Data Science Manager,Senior-level,Full-time,Remote,204000,Medium
Data Science Manager,Senior-level,Full-time,Remote,127500,Medium
Data Analyst,Senior-level,Full-time,On-site,145500,Medium
Data Analyst,Senior-level,Full-time,On-site,108000,Medium
Data Engineer,Senior-level,Full-time,Remote,206000,Medium
Data Engineer,Senior-level,Full-time,Remote,175100,Medium
Data Analyst,Senior-level,Full-time,Remote,122500,Medium
Data Analyst,Senior-level,Full-time,Remote,82500,Medium
Data Analyst,Senior-level,Full-time,On-site,95000,Medium
Data Analyst,Mid-level,Full-time,On-site,130000,Medium
